"oblast","EDRPOU","NAME","KVED","church_EDRPOU","church_NAME","BOSS","church_BOSS","ADDRESS","church_ADDRESS","freq","FOUNDERS","KVED_freq","KVED_freq_inRegion","KVED_section"
"Харківська обл.","09877762","ФРУНЗЕНСЬКИЙ РАЙОННИЙ ВІЙСЬКОВИЙ КОМІСАРІАТ М.ХАРКОВА","75.22.0 ДІЯЛЬНІСТЬ У СФЕРІ ОБОРОНИ",36036766,"РЕЛІГІЙНА ГРОМАДА ПРЕПОДОБНОГО МАРКА ГРОБОКОПАТЕЛЯ ПЕЧЕРСЬКОГО ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","МАЛЯРОВ ЄВГЕН ОЛЕКСІЙОВИЧ","МАЛЯРОВ ЄВГЕН ОЛЕКСІЙОВИЧ","61060; ПРОСП.МОСКОВСЬКИЙ- БУД.140, М.ХАРКІВ, УКРАЇНА","61146; Харківська обл.- місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 144, квартира 86",2,"МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ, розмір внеску до статутного фонду - 0.00 грн.",10,1,"Діяльність приватних охоронних служб, народні дружини, військомати"
"Харківська обл.","30511890","КОМУНАЛЬНИЙ ЗАКЛАД ОХОРОНИ ЗДОРОВ'Я ХАРКІВСЬКИЙ ОБЛАСНИЙ ЦЕНТР ПАЛІАТИВНОЇ МЕДИЦИНИ ХОСПІС","86.10 Діяльність лікарняних закладів",25865209,"РЕЛІГІЙНА ГРОМАДА СВЯТИТЕЛЯ СПОВІДНИКА ЛУКИ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЕКЗАРХОВ ВІТАЛІЙ ОЛЕКСАНДРОВИЧ","ЕКЗАРХОВ ВІТАЛІЙ ОЛЕКСАНДРОВИЧ","61075; Харківська обл.- місто Харків, Орджонікідзевський район, ВУЛИЦЯ ЛУЇ ПАСТЕРА, будинок 4-А","61075; Харківська обл.- місто Харків, Орджонікідзевський район, ВУЛИЦЯ ЛУЇ ПАСТЕРА, будинок 4А",2,"ХАРКІВСЬКА ОБЛАСНА РАДА, розмір внеску до статутного фонду - 0.00 грн.",7,1,"Охорона здоров'я"
"Харківська обл.","38160775","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЮРПРОМІНВЕСТ","69.10 Діяльність у сфері права",38877839,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ ЖОН-МИРОНОСИЦЬ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 28 А","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 22",5,"ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 4000.00 грн.",11,3,"Діяльність у сфері права, юстиції та правосуддя"
"Харківська обл.","40115407","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД ОЛЕКСАНДРА ДОРОВСЬКОГО ЗДОРОВ'Я""","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",38877839,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ ЖОН-МИРОНОСИЦЬ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 28-А","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 22",5,"ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",60,3,"Надання іншої соціальної допомоги без забезпечення проживання"
"Харківська обл.","38160754","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ РЕАЛ-ПРАВО","69.10 Діяльність у сфері права",38877839,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ ЖОН-МИРОНОСИЦЬ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 28 А","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 22",5,"ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 5000.00 грн.",11,3,"Діяльність у сфері права, юстиції та правосуддя"
"Харківська обл.","38160766","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ПРАВО-РЕСУРС","69.10 Діяльність у сфері права",38877839,"РЕЛІГІЙНА ГРОМАДА СВЯТИХ ЖОН-МИРОНОСИЦЬ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 28 А","61013; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ШЕВЧЕНКА, будинок 22",5,"ЖОРАВОВИЧ ДМИТРО ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 4000.00 грн.",11,3,"Діяльність у сфері права, юстиції та правосуддя"
"Харківська обл.","40167387","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТРАНСПОРТНО-ЕКСПЕДИЦІЙНА КОМПАНІЯ ОМЕГА","49.41 Вантажний автомобільний транспорт",26419966,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ІВЕРСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ В СМТ БІЛИЙ КОЛОДЯЗЬ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","61010; Харківська обл.- місто Харків, Червонозаводський район, ВУЛИЦЯ ГРЕКІВСЬКА, будинок 25","62540; Харківська обл.- Вовчанський район, селище міського типу Білий Колодязь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 13 Б",6,"КАТАСОНОВА ОЛЕНА ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 305000.00 грн.",20,1,"Вантажні, регулярні перевезення, ремонт автотранспортних засобів"
"Харківська обл.","33897761","ПРИВАТНЕ ПІДПРИЄМСТВО БУДІВЕЛЬНО-КОМЕРЦІЙНА КОМПАНІЯ АЛЬТЕК","41.20 Будівництво житлових і нежитлових будівель",26419966,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ІВЕРСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ В СМТ БІЛИЙ КОЛОДЯЗЬ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","61018; Харківська обл.- місто Харків, Дзержинський район, ПРОВУЛОК ДВАДЦЯТЬ ТРЕТЬОГО СЕРПНЯ, будинок 8, квартира 3","62540; Харківська обл.- Вовчанський район, селище міського типу Білий Колодязь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 13 Б",6,"КАТАСОНОВА ОЛЕНА ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 1000.00 грн.",27,2,"Будівництво"
"Харківська обл.","38160670","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ БУДІВЕЛЬНО-ТРАНСПОРТНА КОМПАНІЯ АЛЬТЕК","41.20 Будівництво житлових і нежитлових будівель",26419966,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ІВЕРСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ В СМТ БІЛИЙ КОЛОДЯЗЬ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","61003; Харківська обл.- місто Харків, Червонозаводський район, ПРОВУЛОК ЛОПАТИНСЬКИЙ, будинок 16, квартира 9","62540; Харківська обл.- Вовчанський район, селище міського типу Білий Колодязь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 13 Б",6,"КАТАСОНОВА ОЛЕНА ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 1000.00 грн.",27,2,"Будівництво"
"Харківська обл.","32439429","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СП ШЕВЧЕНКО","01.11.0 ВИРОЩУВАННЯ ЗЕРНОВИХ ТА ТЕХНІЧНИХ КУЛЬТУР",26419966,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ІВЕРСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ В СМТ БІЛИЙ КОЛОДЯЗЬ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","61020; Харківська обл.- місто Харків, Жовтневий район, ПРОСПЕКТ ІЛЛІЧА, будинок 77","62540; Харківська обл.- Вовчанський район, селище міського типу Білий Колодязь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 13 Б",6,"КАТАСОНОВА ТЕТЯНА ЯКІВНА, розмір внеску до статутного фонду - 11100.00 грн.||БЕЗУГЛА ОЛЕНА ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 7400.00 грн.",73,4,"Вирощування сільськогосподарських культур"
"Харківська обл.","32238238","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КОМПАНІЯ ПЛАЗМА""","51.55.0 ОПТОВА ТОРГІВЛЯ ХІМІЧНИМИ ПРОДУКТАМИ",26419966,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ІВЕРСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ В СМТ БІЛИЙ КОЛОДЯЗЬ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","КАТАСОНОВ СЕРГІЙ ІВАНОВИЧ","61170; Харківська обл.- місто Харків, Московський район, ВУЛИЦЯ БЛЮХЕРА, будинок 18, квартира 16","62540; Харківська обл.- Вовчанський район, селище міського типу Білий Колодязь, ВУЛИЦЯ ГЕРОЇВ УКРАЇНИ, будинок 13 Б",6,"КАТАСОНОВА ОЛЕНА ВОЛОДИМИРІВНА, розмір внеску до статутного фонду - 16500.00 грн.",63,2,"Торгівля"
"Харківська обл.","34330395","ЩАСЛИВЦЕВО","70.32.0 УПРАВЛІННЯ НЕРУХОМИМ МАЙНОМ",35492490,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА СВЯТИХ ЦАРСТВЕНИХ МУЧЕНИКІВ ІЗЮМСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","ГОНЧАРЕНКО МИКОЛА МИХАЙЛОВИЧ","ГОНЧАРЕНКО МИКОЛА МИХАЙЛОВИЧ","62482; ВУЛ.РОГАНСЬКА- БУД.186, М.ХАРКІВ, УКРАЇНА","63505; Харківська обл.- місто Чугуїв, село Клугино-Башкирівка, ВУЛИЦЯ ЗАДОНЕЦЬКА, будинок 11",2,"ОЗЕРОВА МАРІЯ ВАСИЛІВНА, розмір внеску до статутного фонду - 0.00 грн.||КОВШАР ГАННА ПЕТРІВНА, розмір внеску до статутного фонду - 0.00 грн.||БАЙБАК ПЕЛАГІЯ ІВАНІВНА, розмір внеску до статутного фонду - 0.00 грн.||ОВЧАРЕНКО ЛЮБОВ МИКОЛАЇВНА, розмір внеску до статутного фонду - 0.00 грн.",29,3,"Нерухомість"
"Харківська обл.","19464239","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ХАРКІВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЕНЕРГОАТОМТЕХНІКА""","71.11 Діяльність у сфері архітектури",39835784,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА ПРЕПОДОБНОГО АНТОНІЯ ВЕЛИКОГО ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ""","ГРІНЬКО ОЛЕКСАНДР ІВАНОВИЧ","ГРІНЬКО ОЛЕКСАНДР ІВАНОВИЧ","61003; Харківська обл.- місто Харків, Червонозаводський район, ПРОСПЕКТ МОСКОВСЬКИЙ, будинок 10/12","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ ПУШКІНСЬКА, будинок 57",2,"ФІЗИЧНІ ТА ЮРИДИЧНІ ОСОБИ ЗГІДНО РЕЄСТРУ АКЦІОНЕРІВ, розмір внеску до статутного фонду - 2243008.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ДАВИДОВА ЛЮДМИЛА ІВАНІВНА, УКРАЇНА, ХАРКІВСЬКА ОБЛ. М. ХАРКІВ ЛЕНІНСЬКИЙ Р-Н ВУЛ. МИРОНОСИЦЬКА БУД. 93 КВ. 30, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ГРІНЬКО ОЛЕКСАНДР ІВАНОВИЧ, УКРАЇНА, ХАРКІВСЬКА ОБЛ. М. ХАРКІВ ЛЕНІНСЬКИЙ Р-Н ВУЛ. КАРЛА МАРКСА БУД. 2/15 КВ. 43, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ГРІНЬКО ОЛЕКСАНДР ІВАНОВИЧ, УКРАЇНА, ХАРКІВСЬКА ОБЛ. М. ХАРКІВ ЛЕНІНСЬКИЙ Р-Н ВУЛ. КАРЛА МАРКСА БУД. 2/15 КВ. 43, розмір внеску до статутного фонду - 0.00 грн.",49,4,"Інше"
"Харківська обл.","01769174","ДЕРГАЧІВСЬКЕ МІСЬКЕ СПОЖИВЧЕ ТОВАРИСТВО","68.20 Надання в оренду й експлуатацію власного чи орендованого нерухомого майна",36068126,"РЕЛІГІЙНА ГРОМАДА СВЯТО-ПРЕОБРАЖЕНСЬКОЇ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ТВЕРДОХЛІБ МИКОЛА МИХАЙЛОВИЧ","ТВЕРДОХЛІБ МИКОЛА МИХАЙЛОВИЧ","62303; Харківська обл.- Дергачівський район, місто Дергачі, ВУЛИЦЯ ЗОЛОЧІВСЬКИЙ ШЛЯХ, будинок 7","62241; Харківська обл.- Золочівський район, село Сковородинівка, ВУЛИЦЯ ПЕРЕМОГИ, будинок 1, А",3,"пайовики згідно списку, розмір внеску до статутного фонду - 249330.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) У ЮРИДИЧНОЇ ОСОБИ ВІДСУТНІЙ",29,3,"Нерухомість"
"Харківська обл.","30763764","СПОЖИВЧЕ ТОВАРИСТВО ЄДНІСТЬ","68.20 Надання в оренду й експлуатацію власного чи орендованого нерухомого майна",36068126,"РЕЛІГІЙНА ГРОМАДА СВЯТО-ПРЕОБРАЖЕНСЬКОЇ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ТВЕРДОХЛІБ МИКОЛА МИХАЙЛОВИЧ","ТВЕРДОХЛІБ МИКОЛА МИХАЙЛОВИЧ","62351; Харківська обл.- Дергачівський район, село Дворічний Кут, ВУЛИЦЯ ЛЕНІНА МАГАЗИН ""ПРОМТОВАРИ №3""","62241; Харківська обл.- Золочівський район, село Сковородинівка, ВУЛИЦЯ ПЕРЕМОГИ, будинок 1, А",3,"члени товариства згідно списку||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) У ЮРИДИЧНОЇ ОСОБИ ВІДСУТНІЙ",29,3,"Нерухомість"
"Харківська обл.","35787528","РЕЛІГІЙНА ГРОМАДА УСПІННЯ ПРЕСВЯТОЇ БОГОРОДИЦІ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","91.33.0 ДІЯЛЬНІСТЬ ГРОМАДСЬКИХ ОРГАНІЗАЦІЙ, Н. В. І. Г.",35274022,"РЕЛІГІЙНА ГРОМАДА РІЗДВА БОГОРОДИЦІ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЛЕСИК ВАСИЛЬ ІВАНОВИЧ","ЛЕСИК ВАСИЛЬ ІВАНОВИЧ","62502; Харківська обл.- Вовчанський район, місто Вовчанськ, ВУЛИЦЯ ЧКАЛОВА, будинок 46","64052; Харківська обл.- Кегичівський район, село Нова Парафіївка, ВУЛИЦЯ МОЛОДІЖНА, будинок 4А",2,"ФІЗИЧНІ ОСОБИ, розмір внеску до статутного фонду - 0.00 грн.",140,2,"Діяльність громадських організацій"
"Харківська обл.","21235115","ПРИВАТНЕ ПІДПРИЄМСТВО ФВ","01.30 Відтворення рослин",34017242,"РЕЛІГІЙНА ГРОМАДА РІЗДВА СВЯТОГО ПРОРОКА ІОАННА ХРЕСТИТЕЛЯ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","АРГУНОВА ТЕТЯНА БОРИСІВНА","АРГУНОВА ТЕТЯНА БОРИСІВНА","61105; Харківська обл.- місто Харків, Комінтернівський район, ВУЛИЦЯ КОСТИЧЕВА, будинок 23, квартира 16","61060; Харківська обл.- місто Харків, Фрунзенський район, ПРОСПЕКТ П'ЯТДЕСЯТИРІЧЧЯ СРСР, будинок 50",2,"ФРАНЦУЗ ВІТАЛІЙ ВЕНІАМІНОВИЧ, розмір внеску до статутного фонду - 500000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ФРАНЦУЗ ВІТАЛІЙ ВЕНІАМІНОВИЧ, УКРАЇНА, ХАРКІВСЬКА ОБЛ. М.ХАРКІВ КОМІНТЕРНІВСЬКИЙ Р-Н ПРОВ.КЕДРОВИЙ БУД.12, розмір внеску до статутного фонду - 0.00 грн.",20,1,"Сільське господарство"
"Харківська обл.","21186109","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА БАРС-1,ЛТД","73.10.0 ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ПРИРОДНИЧИХ ТА ТЕХНІЧНИХ НАУК",26107586,"РЕЛІГІЙНА ГРОМАДА (ПАРАФІЯ) СВЯТО-ВОЗНЕСЕНСЬКА ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ВЕСЕЛОВСЬКИЙ ВОЛОДИМИР ОЛЕКСІЙОВИЧ","ВЕСЕЛОВСЬКИЙ ВОЛОДИМИР ОЛЕКСІЙОВИЧ","61013; Харківська обл.- місто Харків, Київський район, В'ЇЗД ЧЕЛЮСКІНЦІВ, будинок 29","64011; Харківська обл.- Кегичівський район, село Лозова, ВУЛИЦЯ ЛОЗІВСЬКА, будинок 201-А",3,"БАБЧЕНКО ОЛЕКСАНДР ОЛЕКСАНДРОВИЧ, розмір внеску до статутного фонду - 0.25 грн.||ВЕСЕЛОВСЬКИЙ ВОЛОДИМИР ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 0.25 грн.",49,4,"Інше"
"Харківська обл.","37764591","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ВІТСНЕК","82.92 Пакування",25615777,"РЕЛІГІЙНА ГРОМАДА СВЯТО-МИКОЛАЇВСЬКА ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ЧУБ СЕРГІЙ ОЛЕКСАНДРОВИЧ","ЧУБ СЕРГІЙ ОЛЕКСАНДРОВИЧ","61001; Харківська обл.- місто Харків, Червонозаводський район, ПРОСПЕКТ ГАГАРІНА, будинок 7, кімната 1","63260; Харківська обл.- Нововодолазький район, село Мелихівка, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 254",2,"ЛИСЕНКО ВІТАЛІЙ ЮРІЙОВИЧ, розмір внеску до статутного фонду - 3000.00 грн.||САМУСЄВ ВІТАЛІЙ ЄГОРОВИЧ, розмір внеску до статутного фонду - 7000.00 грн.",49,4,"Інше"
"Харківська обл.","33900606","ХАРКІВСЬКА ОБЛАСНА ГРОМАДСЬКА ОРГАНІЗАЦІЯ РУХ ЗА ВІРУ, СІМ'Ю І ВІТЧИЗНУ""","94.99 Діяльність інших громадських організацій, н. в. і. у.",35348633,"РЕЛІГІЙНА ГРОМАДА БЛАЖЕННОЇ МАТРОНИ МОСКОВСЬКОЇ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90",4,"ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||РОГОВА НАДІЯ ОЛЕКСІЇВНА, розмір внеску до статутного фонду - 0.00 грн.||ДЬОМІН ОЛЕГ ОЛЕКСІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,2,"Діяльність громадських організацій"
"Харківська обл.","24678557","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МАРІЧКА","46.45 Оптова торгівля парфумними та косметичними товарами",35348633,"РЕЛІГІЙНА ГРОМАДА БЛАЖЕННОЇ МАТРОНИ МОСКОВСЬКОЇ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90",4,"ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ, розмір внеску до статутного фонду - 9705500.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)-ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ, УКРАЇНА, ХАРКІВСЬКА ОБЛ. М. ХАРКІВ КИЇВСЬКИЙ Р-Н ВУЛ. БАРАБАШОВА БУД. 46 КВ. 70, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)-ДЬОМІНА ТЕТЯНА МИКОЛАЇВНА,УКРАЇНА, КИЇВСЬКА ОБЛ. М. КИЇВ, ШЕВЧЕНКІВСЬКИЙ Р-Н ВУЛ. ЛИСЕНКА БУД. 2-А КВ. 28, розмір внеску до статутного фонду - 0.00 грн.||ДЬОМІНА ТЕТЯНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 2094500.00 грн.",63,2,"Торгівля"
"Харківська обл.","25813135","БЛАГОДІЙНИЙ ФОНД БЛАГО-ВІТА","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",35348633,"РЕЛІГІЙНА ГРОМАДА БЛАЖЕННОЇ МАТРОНИ МОСКОВСЬКОЇ ХАРКІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90","61002; Харківська обл.- місто Харків, Київський район, ВУЛИЦЯ СУМСЬКА, будинок 90",4,"ПРАВДІН ВАЛЕРІЙ ВАЛЕНТИНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ПОЛІКОПА РОМАН АНДРІЙОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",60,3,"Надання іншої соціальної допомоги без забезпечення проживання"
